SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR
Ramphastos tucanus cuvieri/inca,White-throated Toucan (Cuvier's),whttou3,issf,10706.4,WTTO,RATU,,Piciformes,Toucans,Ramphastidae,whttou1,,
Ramphastos sulfuratus,Keel-billed Toucan,kebtou1,species,10710.0,,RASU,KBTO,Piciformes,Toucans,Ramphastidae,,,
Ramphastos brevis,Choco Toucan,chotou1,species,10713.0,CHTO,RABR,,Piciformes,Toucans,Ramphastidae,,,
Ramphastos vitellinus,Channel-billed Toucan,chbtou1,species,10714.0,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,,,
Ramphastos vitellinus citreolaemus,Channel-billed Toucan (Citron-throated),chbtou3,issf,10715.0,CBTT CBTO CTTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos vitellinus culminatus/pintoi,Channel-billed Toucan (Yellow-ridged),chbtou7,issf,10715.5,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos vitellinus citreolaemus x culminatus,Channel-billed Toucan (Citron-throated x Yellow-ridged),chbtou4,intergrade,10716.7,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos vitellinus vitellinus,Channel-billed Toucan (Channel-billed),chbtou8,issf,10717.0,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos vitellinus culminatus x vitellinus,Channel-billed Toucan (Yellow-ridged x Channel-billed),chbtou6,intergrade,10717.5,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos vitellinus ariel,Channel-billed Toucan (Ariel),chbtou2,issf,10718.0,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos vitellinus culminatus x ariel,Channel-billed Toucan (Yellow-ridged x Ariel),chbtou5,intergrade,10720.8,CBTT CBTO,RAVI,,Piciformes,Toucans,Ramphastidae,chbtou1,,
Ramphastos dicolorus,Red-breasted Toucan,rebtou2,species,10721.0,RBTO GBTO,RADI,,Piciformes,Toucans,Ramphastidae,,,
Ramphastos sp.,large toucan sp.,lartou1,spuh,10721.5,,,,Piciformes,Toucans,Ramphastidae,,,
Prodotiscus insignis,Cassin's Honeyguide,cashon1,species,10722.0,CAHO,PRIN,,Piciformes,Honeyguides,Indicatoridae,,,
Prodotiscus zambesiae,Green-backed Honeyguide,grbhon2,species,10725.0,GBHO,PRZA,,Piciformes,Honeyguides,Indicatoridae,,,
Prodotiscus regulus,Wahlberg's Honeyguide,wahhon1,species,10728.0,BBHO WAHO,PRRE,,Piciformes,Honeyguides,Indicatoridae,,,
Prodotiscus sp.,small honeyguide sp.,smahon1,spuh,10730.0,,,,Piciformes,Honeyguides,Indicatoridae,,,
Melignomon zenkeri,Zenker's Honeyguide,zenhon1,species,10731.0,ZEHO,MEZE,,Piciformes,Honeyguides,Indicatoridae,,,
Melignomon eisentrauti,Yellow-footed Honeyguide,yefhon2,species,10732.0,YFHO,MEEI,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator pumilio,Dwarf Honeyguide,dwahon1,species,10733.0,DWHO,INPU,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator willcocksi,Willcocks's Honeyguide,wilhon2,species,10734.0,WIHO,INWI,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator meliphilus,Pallid Honeyguide,palhon1,species,10738.0,PAHO,INME,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator exilis,Least Honeyguide,leahon2,species,10741.0,LEHO,INEX,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator conirostris,Thick-billed Honeyguide,thbhon1,species,10745.0,TBHO,INCO,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator minor,Lesser Honeyguide,leshon1,species,10748.0,LEHO,INMI,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator maculatus,Spotted Honeyguide,spohon2,species,10755.0,SPHO,INMA,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator variegatus,Scaly-throated Honeyguide,scthon1,species,10758.0,STHO,INVA,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator xanthonotus,Yellow-rumped Honeyguide,yerhon1,species,10759.0,YRHO,INXA,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator archipelagicus,Malaysian Honeyguide,malhon1,species,10762.0,MAHO,INAR,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator indicator,Greater Honeyguide,grehon2,species,10763.0,GRHO,ININ,,Piciformes,Honeyguides,Indicatoridae,,,
Indicator sp.,large honeyguide sp.,larhon1,spuh,10763.4,,,,Piciformes,Honeyguides,Indicatoridae,,,
Indicatoridae sp.,honeyguide sp.,honeyg1,spuh,10763.8,,,,Piciformes,Honeyguides,Indicatoridae,,,
Melichneutes robustus,Lyre-tailed Honeyguide,lython1,species,10764.0,LTHO,MERO,,Piciformes,Honeyguides,Indicatoridae,,,
Jynx torquilla,Eurasian Wryneck,eurwry,species,10765.0,,JYTO,EUWR,Piciformes,Woodpeckers,Picidae,,,
Jynx ruficollis,Rufous-necked Wryneck,runwry1,species,10770.0,RNWR RTWR,JYRU,,Piciformes,Woodpeckers,Picidae,,,
Jynx ruficollis ruficollis,Rufous-necked Wryneck (Rufous-necked),runwry2,issf,10771.0,RNWR RTWR,JYRU,,Piciformes,Woodpeckers,Picidae,runwry1,,
Jynx ruficollis pulchricollis,Rufous-necked Wryneck (Bar-throated),runwry3,issf,10772.0,RNWR RTWR,JYRU,,Piciformes,Woodpeckers,Picidae,runwry1,,
Jynx ruficollis aequatorialis,Rufous-necked Wryneck (Ethiopian),runwry4,issf,10773.0,RNWR RTWR,JYRU,,Piciformes,Woodpeckers,Picidae,runwry1,,
Picumnus innominatus,Speckled Piculet,spepic1,species,10774.0,SPPI,PIIN,,Piciformes,Woodpeckers,Picidae,,,
Picumnus aurifrons,Bar-breasted Piculet,babpic1,species,10778.0,BBPI,PIAU,,Piciformes,Woodpeckers,Picidae,,,
Picumnus pumilus,Orinoco Piculet,oripic1,species,10786.0,ORPI,PIPU,,Piciformes,Woodpeckers,Picidae,,,
Picumnus lafresnayi,Lafresnaye's Piculet,lafpic1,species,10787.0,LAPI,PILA,,Piciformes,Woodpeckers,Picidae,,,
Picumnus exilis,Golden-spangled Piculet,gospic1,species,10792.0,GSPI,PIEX,,Piciformes,Woodpeckers,Picidae,,,
Picumnus exilis undulatus,Golden-spangled Piculet (Undulated),gospic4,issf,10795.0,GSPI,PIEX,,Piciformes,Woodpeckers,Picidae,gospic1,,
Picumnus exilis buffonii,Golden-spangled Piculet (Buffon's),gospic5,issf,10796.0,GSPI,PIEX,,Piciformes,Woodpeckers,Picidae,gospic1,,
Picumnus exilis pernambucensis,Golden-spangled Piculet (Pernambuco),gospic6,issf,10797.0,GSPI,PIEX,,Piciformes,Woodpeckers,Picidae,gospic1,,
Picumnus exilis exilis,Golden-spangled Piculet (Bahia),gospic7,issf,10799.0,GSPI,PIEX,,Piciformes,Woodpeckers,Picidae,gospic1,,
Picumnus sclateri,Ecuadorian Piculet,ecupic1,species,10801.0,ECPI,PISC,,Piciformes,Woodpeckers,Picidae,,,
Picumnus squamulatus,Scaled Piculet,scapic1,species,10805.0,SDPI SCPI,PISQ,,Piciformes,Woodpeckers,Picidae,,,
Picumnus squamulatus [squamulatus Group],Scaled Piculet (Scaled),scapic2,issf,10805.5,SDPI SCPI,PISQ,,Piciformes,Woodpeckers,Picidae,scapic1,,
Picumnus squamulatus obsoletus,Scaled Piculet (Black-dotted),gospic3,issf,10810.0,BDPI SDPI SCPI,PISQ,,Piciformes,Woodpeckers,Picidae,scapic1,,
Picumnus spilogaster,White-bellied Piculet,whbpic2,species,10811.0,WBPI,PISP,,Piciformes,Woodpeckers,Picidae,,,
Picumnus spilogaster spilogaster/orinocensis,White-bellied Piculet (White-bellied),whbpic4,issf,10811.2,WBPI,PISP,,Piciformes,Woodpeckers,Picidae,whbpic2,,
Picumnus spilogaster pallidus,White-bellied Piculet (Mangrove),whbpic5,issf,10811.4,WBPI,PISP,,Piciformes,Woodpeckers,Picidae,whbpic2,,
Picumnus minutissimus,Arrowhead Piculet,arrpic1,species,10815.0,ARPI,PIMI,,Piciformes,Woodpeckers,Picidae,,,
Picumnus pygmaeus,Spotted Piculet,spopic1,species,10816.0,SPPI,PIPY,,Piciformes,Woodpeckers,Picidae,,,
Picumnus steindachneri,Speckle-chested Piculet,spcpic1,species,10817.0,SCPI,PIST,,Piciformes,Woodpeckers,Picidae,,,
Picumnus varzeae,Varzea Piculet,varpic1,species,10818.0,VAPI,PIVA,,Piciformes,Woodpeckers,Picidae,,,
Picumnus cirratus,White-barred Piculet,whbpic1,species,10819.0,WBPI,PICI,,Piciformes,Woodpeckers,Picidae,,,
Picumnus cirratus macconnelli/confusus,White-barred Piculet (Marajo),whbpic6,issf,10819.2,WBPI,PICI,,Piciformes,Woodpeckers,Picidae,whbpic1,,
Picumnus cirratus [cirratus Group],White-barred Piculet (White-barred),whbpic7,issf,10819.4,WBPI,PICI,,Piciformes,Woodpeckers,Picidae,whbpic1,,
Picumnus dorbignyanus,Ocellated Piculet,ocepic2,species,10826.0,OCPI,PIDO,,Piciformes,Woodpeckers,Picidae,,,
Picumnus cirratus/dorbignyanus,White-barred/Ocellated Piculet,y00962,slash,10828.5,WBPI OCPI,PIDO PICI,,Piciformes,Woodpeckers,Picidae,,,
Picumnus temminckii,Ochre-collared Piculet,occpic1,species,10829.0,OCPI,PITE,,Piciformes,Woodpeckers,Picidae,,,
Picumnus albosquamatus,White-wedged Piculet,whwpic1,species,10830.0,WWPI,PIAL,,Piciformes,Woodpeckers,Picidae,,,
Picumnus fuscus,Rusty-necked Piculet,runpic1,species,10833.0,RNPI,PIFU,,Piciformes,Woodpeckers,Picidae,,,
Picumnus rufiventris,Rufous-breasted Piculet,rubpic1,species,10834.0,RBPI,PIRU,,Piciformes,Woodpeckers,Picidae,,,
Picumnus fulvescens,Tawny Piculet,tawpic1,species,10838.0,TAPI,PIFU,,Piciformes,Woodpeckers,Picidae,,,
Picumnus limae,Ochraceous Piculet,ochpic1,species,10839.0,OCPI,PILI,,Piciformes,Woodpeckers,Picidae,,,
Picumnus nebulosus,Mottled Piculet,motpic1,species,10840.0,MOPI,PINE,,Piciformes,Woodpeckers,Picidae,,,
Picumnus castelnau,Plain-breasted Piculet,plbpic1,species,10841.0,PBPI,PICA,,Piciformes,Woodpeckers,Picidae,,,
Picumnus subtilis,Fine-barred Piculet,fibpic1,species,10842.0,FBPI,PISU,,Piciformes,Woodpeckers,Picidae,,,
Picumnus olivaceus,Olivaceous Piculet,olipic1,species,10843.0,,PIOL,OLPI,Piciformes,Woodpeckers,Picidae,,,
Picumnus granadensis,Grayish Piculet,grapic1,species,10850.0,GRPI,PIGR,,Piciformes,Woodpeckers,Picidae,,,
Picumnus cinnamomeus,Chestnut Piculet,chepic1,species,10853.0,CHPI,PICI,,Piciformes,Woodpeckers,Picidae,,,
Picumnus sp.,new world piculet sp.,newpic1,spuh,10857.5,,,,Piciformes,Woodpeckers,Picidae,,,
Sasia africana,African Piculet,afrpic1,species,10858.0,AFPI,SAAF,,Piciformes,Woodpeckers,Picidae,,,
Sasia abnormis,Rufous Piculet,rufpic1,species,10859.0,RUPI,SAAB,,Piciformes,Woodpeckers,Picidae,,,
Sasia ochracea,White-browed Piculet,whbpic3,species,10862.0,WBPI,SAOC,,Piciformes,Woodpeckers,Picidae,,,
Nesoctites micromegas,Antillean Piculet,antpic1,species,10866.0,,NEMI,ANPI,Piciformes,Woodpeckers,Picidae,,,
Melanerpes candidus,White Woodpecker,whiwoo1,species,10869.0,WHWO,MECA,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes lewis,Lewis's Woodpecker,lewwoo,species,10870.0,,MELE,LEWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes herminieri,Guadeloupe Woodpecker,guawoo1,species,10871.0,,MEHE,GUWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes portoricensis,Puerto Rican Woodpecker,purwoo1,species,10872.0,,MEPO,PRWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes erythrocephalus,Red-headed Woodpecker,rehwoo,species,10873.0,,MEER,RHWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes formicivorus,Acorn Woodpecker,acowoo,species,10874.0,,MEFO,ACWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes formicivorus [formicivorus Group],Acorn Woodpecker (Acorn),acowoo1,issf,10875.0,ACWO,MEFO,,Piciformes,Woodpeckers,Picidae,acowoo,,
Melanerpes formicivorus angustifrons,Acorn Woodpecker (Narrow-fronted),acowoo2,issf,10881.0,ACWO,MEFO,,Piciformes,Woodpeckers,Picidae,acowoo,,
Melanerpes chrysauchen,Golden-naped Woodpecker,gonwoo1,species,10882.0,,MECH,GNWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes cruentatus,Yellow-tufted Woodpecker,yetwoo2,species,10883.0,YTWO,MECR,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes flavifrons,Yellow-fronted Woodpecker,yefwoo1,species,10884.0,YFWO,MEFL,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes pulcher,Beautiful Woodpecker,beawoo2,species,10885.0,BEWO,MEPU,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes pucherani,Black-cheeked Woodpecker,blcwoo1,species,10886.0,,MEPU,BCWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes cactorum,White-fronted Woodpecker,whfwoo1,species,10887.0,WFWO,MECA,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes striatus,Hispaniolan Woodpecker,hiswoo1,species,10888.0,,MEST,HIWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes radiolatus,Jamaican Woodpecker,jamwoo1,species,10889.0,,MERA,JAWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes chrysogenys,Golden-cheeked Woodpecker,gocwoo1,species,10890.0,GCWO,MECH,GCHW,Piciformes,Woodpeckers,Picidae,,,
Melanerpes hypopolius,Gray-breasted Woodpecker,grbwoo1,species,10893.0,,MEHY,GBWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes pygmaeus,Yucatan Woodpecker,yucwoo,species,10894.0,,MEPY,YUWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes rubricapillus,Red-crowned Woodpecker,recwoo1,species,10898.0,RCWO,MERU,RCRW,Piciformes,Woodpeckers,Picidae,,,
Melanerpes uropygialis,Gila Woodpecker,gilwoo,species,10904.0,,MEUR,GIWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes hoffmannii,Hoffmann's Woodpecker,hofwoo1,species,10908.0,,MEHO,HOWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes rubricapillus x hoffmannii,Red-crowned x Hoffmann's Woodpecker (hybrid),x00440,hybrid,10908.5,RCRW HOWO RCWO,MERU MEHO,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes aurifrons,Golden-fronted Woodpecker,gofwoo,species,10909.0,,MEAU,GFWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes aurifrons aurifrons,Golden-fronted Woodpecker (Northern),gofwoo1,issf,10910.0,GFWO,MEAU,,Piciformes,Woodpeckers,Picidae,gofwoo,,
Melanerpes aurifrons [santacruzi Group],Golden-fronted Woodpecker (Velasquez's),gofwoo2,issf,10914.0,GFWO VEWO,MEAU,,Piciformes,Woodpeckers,Picidae,gofwoo,,
Melanerpes aurifrons polygrammus,Golden-fronted Woodpecker (West Mexico),gofwoo3,issf,10923.0,GFWO VEWO,MEAU,,Piciformes,Woodpeckers,Picidae,gofwoo,,
Melanerpes hoffmannii x aurifrons,Hoffmann's x Golden-fronted Woodpecker (hybrid),x00853,hybrid,10924.0,GFWO HOWO,MEAU MEHO,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes hoffmannii/aurifrons,Hoffmann's/Golden-fronted Woodpecker,y00963,slash,10924.5,GFWO HOWO,MEAU MEHO,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes carolinus,Red-bellied Woodpecker,rebwoo,species,10925.0,,MECA,RBWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes aurifrons x carolinus,Golden-fronted x Red-bellied Woodpecker (hybrid),x00460,hybrid,10925.5,GFWO RBWO,MEAU MECA,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes aurifrons/carolinus,Golden-fronted/Red-bellied Woodpecker,y00788,slash,10925.7,RBWO GFWO,MEAU MECA,,Piciformes,Woodpeckers,Picidae,,,
Melanerpes superciliaris,West Indian Woodpecker,weiwoo1,species,10926.0,,MESU,WIWO,Piciformes,Woodpeckers,Picidae,,,
Melanerpes sp.,Melanerpes sp.,melane1,spuh,10932.0,,,,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus thyroideus,Williamson's Sapsucker,wilsap,species,10933.0,,SPTH,WISA,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus varius,Yellow-bellied Sapsucker,yebsap,species,10936.0,,SPVA,YBSA,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus nuchalis,Red-naped Sapsucker,rensap,species,10938.0,,SPNU,RNSA,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus varius x nuchalis,Yellow-bellied x Red-naped Sapsucker (hybrid),x00634,hybrid,10938.5,RNSA YBSA,SPNU SPVA,,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus varius/nuchalis,Yellow-bellied/Red-naped Sapsucker,y00019,slash,10939.0,RNSA YBSA,SPNU SPVA,,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus ruber,Red-breasted Sapsucker,rebsap,species,10941.0,,SPRU,RBSA,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus ruber ruber,Red-breasted Sapsucker (ruber),rebsap1,issf,10942.0,RBSA,SPRU,,Piciformes,Woodpeckers,Picidae,rebsap,,
Sphyrapicus ruber daggetti,Red-breasted Sapsucker (daggetti),rebsap2,issf,10943.0,RBSA,SPRU,,Piciformes,Woodpeckers,Picidae,rebsap,,
Sphyrapicus varius x ruber,Yellow-bellied x Red-breasted Sapsucker (hybrid),x00712,hybrid,10943.3,RBSA YBSA,SPRU SPVA,,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus nuchalis x ruber,Red-naped x Red-breasted Sapsucker (hybrid),rnxsap1,hybrid,10943.5,RNSA RBSA,SPNU SPRU,RRSH,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus nuchalis/ruber,Red-naped/Red-breasted Sapsucker,y00789,slash,10943.7,RNSA RBSA,SPNU SPRU,,Piciformes,Woodpeckers,Picidae,,,
Sphyrapicus sp.,sapsucker sp.,sapsuc,spuh,10944.0,,,UNSA,Piciformes,Woodpeckers,Picidae,,,
Xiphidiopicus percussus,Cuban Green Woodpecker,cugwoo1,species,10945.0,,XIPE,CGWO,Piciformes,Woodpeckers,Picidae,,,
Campethera punctuligera,Fine-spotted Woodpecker,fiswoo1,species,10948.0,FSWO,CAPU,,Piciformes,Woodpeckers,Picidae,,,
Campethera nubica,Nubian Woodpecker,nubwoo1,species,10951.0,NUWO,CANU,,Piciformes,Woodpeckers,Picidae,,,
Campethera bennettii,Bennett's Woodpecker,benwoo1,species,10954.0,BEWO,CABE,,Piciformes,Woodpeckers,Picidae,,,
Campethera bennettii bennettii,Bennett's Woodpecker (Bennett's),benwoo2,issf,10955.0,BEWO,CABE,,Piciformes,Woodpeckers,Picidae,benwoo1,,
Campethera bennettii capricorni,Bennett's Woodpecker (Light-spotted),benwoo3,issf,10956.0,BEWO,CABE,,Piciformes,Woodpeckers,Picidae,benwoo1,,
Campethera scriptoricauda,Reichenow's Woodpecker,reiwoo1,species,10957.0,REWO STWO,CASC,,Piciformes,Woodpeckers,Picidae,,,
Campethera abingoni,Golden-tailed Woodpecker,gotwoo1,species,10958.0,GTWO,CAAB,,Piciformes,Woodpeckers,Picidae,,,
Campethera abingoni chrysura,Golden-tailed Woodpecker (Streak-backed),gotwoo2,issf,10959.0,GTWO,CAAB,,Piciformes,Woodpeckers,Picidae,gotwoo1,,
Campethera abingoni [abingoni Group],Golden-tailed Woodpecker (Golden-tailed),gotwoo3,issf,10959.5,GTWO,CAAB,,Piciformes,Woodpeckers,Picidae,gotwoo1,,
Campethera mombassica,Mombasa Woodpecker,momwoo1,species,10965.0,MOWO,CAMO,,Piciformes,Woodpeckers,Picidae,,,
Campethera notata,Knysna Woodpecker,knywoo1,species,10966.0,KNWO,CANO,,Piciformes,Woodpeckers,Picidae,,,
Campethera maculosa,Little Green Woodpecker,ligwoo1,species,10967.0,LGWO,CAMA,,Piciformes,Woodpeckers,Picidae,,,
Campethera cailliautii,Green-backed Woodpecker,grbwoo2,species,10968.0,GBWO,CACA,,Piciformes,Woodpeckers,Picidae,,,
Campethera cailliautii permista,Green-backed Woodpecker (Plain-backed),gnbwoo1,issf,10969.0,GBWO,CACA,,Piciformes,Woodpeckers,Picidae,grbwoo2,,
Campethera cailliautii [cailliautii Group],Green-backed Woodpecker (Spot-backed),gnbwoo2,issf,10969.5,GBWO,CACA,,Piciformes,Woodpeckers,Picidae,grbwoo2,,
Campethera tullbergi,Tullberg's Woodpecker,tulwoo1,species,10973.0,FBWO TUWO,CATU,,Piciformes,Woodpeckers,Picidae,,,
Campethera tullbergi tullbergi,Tullberg's Woodpecker (Tullberg's),tulwoo2,issf,10974.0,FBWO TUWO,CATU,,Piciformes,Woodpeckers,Picidae,tulwoo1,,
Campethera tullbergi taeniolaema/hausburgi,Tullberg's Woodpecker (Fine-banded),tulwoo3,issf,10974.5,FBWO TUWO,CATU,,Piciformes,Woodpeckers,Picidae,tulwoo1,,
Campethera nivosa,Buff-spotted Woodpecker,buswoo1,species,10977.0,BSWO,CANI,,Piciformes,Woodpeckers,Picidae,,,
Campethera caroli,Brown-eared Woodpecker,brewoo1,species,10982.0,BEWO,CACA,,Piciformes,Woodpeckers,Picidae,,,
Campethera caroli arizela,Brown-eared Woodpecker (Western),bnewoo1,issf,10983.0,BEWO,CACA,,Piciformes,Woodpeckers,Picidae,brewoo1,,
Campethera caroli caroli,Brown-eared Woodpecker (Carol's),bnewoo2,issf,10984.0,BEWO,CACA,,Piciformes,Woodpeckers,Picidae,brewoo1,,
Geocolaptes olivaceus,Ground Woodpecker,growoo1,species,10985.0,GRWO,GEOL,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos elachus,Little Gray Woodpecker,ligwoo3,species,10989.0,LGWO,DEEL,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos poecilolaemus,Speckle-breasted Woodpecker,spbwoo2,species,10990.0,SBWO,DEPO,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos abyssinicus,Abyssinian Woodpecker,abywoo1,species,10991.0,ABWO,DEAB,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos fuscescens,Cardinal Woodpecker,carwoo1,species,10992.0,CAWO,DEFU,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos lugubris,Melancholy Woodpecker,melwoo1,species,11002.0,MEWO,DELU,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos gabonensis,Gabon Woodpecker,gabwoo1,species,11003.0,GAWO,DEGA,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos stierlingi,Stierling's Woodpecker,stiwoo1,species,11006.0,STWO,DEST,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos namaquus,Bearded Woodpecker,beawoo1,species,11007.0,BEWO,DENA,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos pyrrhogaster,Fire-bellied Woodpecker,fibwoo1,species,11011.0,FBWO,DEPY,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos xantholophus,Golden-crowned Woodpecker,gocwoo3,species,11012.0,GCWO YCWO,DEXA,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos elliotii,Elliot's Woodpecker,ellwoo1,species,11013.0,ELWO,DEEL,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos elliotii elliotii,Elliot's Woodpecker (Elliot's),ellwoo2,issf,11014.0,ELWO,DEEL,,Piciformes,Woodpeckers,Picidae,ellwoo1,,
Dendropicos elliotii johnstoni,Elliot's Woodpecker (Johnston's),ellwoo3,issf,11015.0,ELWO,DEEL,,Piciformes,Woodpeckers,Picidae,ellwoo1,,
Dendropicos goertae,African Gray Woodpecker,grywoo1,species,11016.0,AGWO,DEGO,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos goertae [goertae Group],African Gray Woodpecker (Gray),afgwoo1,issf,11016.5,AGWO,DEGO,,Piciformes,Woodpeckers,Picidae,grywoo1,,
Dendropicos goertae koenigi,African Gray Woodpecker (Sahel),afgwoo2,issf,11020.0,AGWO,DEGO,,Piciformes,Woodpeckers,Picidae,grywoo1,,
Dendropicos spodocephalus,Mountain Gray Woodpecker,gyhwoo1,species,11021.0,MGWO EGWO,DESP,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos griseocephalus,Olive Woodpecker,oliwoo2,species,11024.0,OLWO,DEGR,,Piciformes,Woodpeckers,Picidae,,,
Dendropicos griseocephalus ruwenzori,Olive Woodpecker (Red-bellied),oliwoo8,issf,11025.0,OLWO,DEGR,,Piciformes,Woodpeckers,Picidae,oliwoo2,,
Dendropicos griseocephalus kilimensis,Olive Woodpecker (Montane),oliwoo9,issf,11026.0,OLWO,DEGR,,Piciformes,Woodpeckers,Picidae,oliwoo2,,
Dendropicos griseocephalus griseocephalus,Olive Woodpecker (Southern),oliwoo10,issf,11027.0,OLWO,DEGR,,Piciformes,Woodpeckers,Picidae,oliwoo2,,
Dendropicos obsoletus,Brown-backed Woodpecker,brbwoo1,species,11028.0,BBWO,DEOB,,Piciformes,Woodpeckers,Picidae,,,
Dendrocopos temminckii,Sulawesi Woodpecker,sulwoo2,species,11033.0,SUWO SPWO,DETE,,Piciformes,Woodpeckers,Picidae,,,
Dendrocopos maculatus,Philippine Woodpecker,phiwoo1,species,11034.0,PPWO PHWO,DEMA,,Piciformes,Woodpeckers,Picidae,,,
Dendrocopos ramsayi,Sulu Woodpecker,phiwoo3,species,11038.0,SUWO SPWO,DERA,,Piciformes,Woodpeckers,Picidae,,,
Dendrocopos nanus,Brown-capped Woodpecker,bncwoo3,species,11039.0,BCWO BCPW,DENA,,Piciformes,Woodpeckers,Picidae,,,
Dendrocopos moluccensis,Sunda Woodpecker,bncwoo2,species,11042.0,SUWO SPWO,DEMO,,Piciformes,Woodpeckers,Picidae,,,
Dendrocopos canicapillus,Gray-capped Woodpecker,gycwoo1,species,11045.0,GCWO GCPW,DECA,,Piciformes,Woodpeckers,Picidae,,,
