Scientific_Name,Common_Name,Common_Name2,Species_Code,Order,Audio_URL,Img_URL,Info_URL
Actitis hypoleucos,Common sandpiper,Common sandpiper,comsan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/lake-chad-buffalo--common-sandpiper-.jpg?itok=nJIbIcax,https://www.hbw.com/species/common-sandpiper-actitis-hypoleucos#Taxonomy
Ardea intermedia,Intermediate egret,Intermediate egret,integr,Pelecaniformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Large_Egret_SRS_3582.jpg?itok=WuYtaOCq,https://www.hbw.com/species/intermediate-egret-ardea-intermedia#Taxonomy
Larus livens,Yellow-footed gull,Yellow-footed gull,yefgul,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Larus_livens_05.jpg?itok=EuN5u4gX,https://www.hbw.com/species/yellow-footed-gull-larus-livens#Taxonomy
Anas laysanensis,Laysan Duck,Laysan duck,layduc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/laysan-duck-1a.jpg?itok=PyERRKzb,https://www.hbw.com/species/laysan-duck-anas-laysanensis#Taxonomy
Numenius minutus,Little curlew,Little curlew,litcur,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/little_curlew_2279.jpg?itok=s2-n9xjF,https://www.hbw.com/species/little-curlew-numenius-minutus#Taxonomy
Tyrannus caudifasciatus,Loggerhead kingbird,Loggerhead kingbird,logkin,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/loggerhead_kingbird-dusan-brinkhuizen-ibc.jpg?itok=YbeX7wL9,https://www.hbw.com/species/loggerhead-kingbird-tyrannus-caudifasciatus#Taxonomy
Brachyramphus perdix,Long-billed murrelet,Long-billed murrelet,lobmur,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/long-billed_murrelet__brachyramphus_perdix_sea_of_ochotsk_russia_june_26_2008_1_1024.jpg?itok=sqPWlfOW,https://www.hbw.com/species/long-billed-murrelet-brachyramphus-perdix#Taxonomy
Puffinus opisthomelas,Black-vented shearwater,Black-vented shearwater,bkvshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Loreto_N.P._-_Craverialk_Craveriss_Murrelet.JPG?itok=YdRtQ3vX,https://www.hbw.com/species/black-vented-shearwater-puffinus-opisthomelas#Taxonomy
Phaethon rubricauda,Red-tailed tropicbird,Red-tailed tropicbird,rettro,Phaethontiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mad_7137.jpg?itok=y4XfjJkQ,https://www.hbw.com/species/red-tailed-tropicbird-phaethon-rubricauda#Taxonomy
Thalassarche melanophris,Black-browed albatross,Black-browed albatross,bkbalb,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mal16363a.jpg?itok=ZUa0842P,https://www.hbw.com/species/black-browed-albatross-thalassarche-melanophris#Taxonomy
Pseudonestor xanthophrys,Maui parrotbill,Maui parrotbill,maupar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Maui_Parrotbill.jpg?itok=jMB9k6JG,https://www.hbw.com/species/maui-parrotbill-pseudonestor-xanthophrys#Taxonomy
Plectrophenax hyperboreus,McKays bunting,McKay's bunting,mckbun,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/McKays_Bunting_b_03_30_05_04.jpg?itok=U2czRrBA,https://www.hbw.com/species/mckays-bunting-plectrophenax-hyperboreus#Taxonomy
Antrostomus arizonae,Mexican whip-poor-will,Mexican whip-poor-will,souwpw1,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mexican_whip_poorwill_dusan_brinkhuizen_ibc.jpg?itok=cX1RgvkU,https://www.hbw.com/species/mexican-whip-poor-will-antrostomus-arizonae#Taxonomy
Psittacara mitratus,Mitred parakeet,Mitred parakeet,mitpar,Psittaciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mitredparakeet-2.jpg?itok=gc0G5vrt,https://www.hbw.com/species/mitred-parakeet-psittacara-mitratus#Taxonomy
Camptorhynchus labradorius,Labrador Duck,Labrador duck,labduc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mlc.2011.0.309_a.jpg?itok=8E--7ThF,https://www.hbw.com/species/labrador-duck-camptorhynchus-labradorius#Descriptive_notes
Numenius tenuirostris,Slender-billed curlew,Slender-billed curlew,slbcur,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mlc.2011.0.310_a.jpg?itok=aYIUWJny,https://www.hbw.com/species/slender-billed-curlew-numenius-tenuirostris#Taxonomy
Conuropsis carolinensis,Carolina parakeet,Carolina parakeet,carpar,Psittaciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mlc.2011.0.312_b.jpg?itok=zJw6fOTj,https://www.hbw.com/species/carolina-parakeet-conuropsis-carolinensis#Descriptive_notes
Ficedula mugimaki,Mugimaki flycatcher,Mugimaki flycatcher,mugfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Mugimaki_Flycatcher_0.jpg?itok=ZbA8oujx,https://www.hbw.com/species/mugimaki-flycatcher-ficedula-mugimaki#Taxonomy
Muscicapa striata,Spotted flycatcher,Spotted flycatcher,spofly1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/muscicapa_striata_corsica_p_brichetti.jpg?itok=aabGevEt,https://www.hbw.com/species/spotted-flycatcher-muscicapa-striata#Taxonomy
Myadestes occidentalis,Brown-backed solitaire,Brown-backed solitaire,brbsol1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Myadestes_occidentalis_6JH.jpg?itok=cdGrrKs3,https://www.hbw.com/species/brown-backed-solitaire-myadestes-occidentalis#Taxonomy
Ficedula narcissina,Narcissus flycatcher,Narcissus flycatcher,narfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Narcissus_Flycatcher_0.jpg?itok=oJbSSwVO,https://www.hbw.com/species/narcissus-flycatcher-ficedula-narcissina#Taxonomy
Pterodroma arminjoniana,Trindade petrel,Trindade petrel,tripet1,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Natal_Pelagic_2015-01-24_160.JPG?itok=sMgkfqhK,https://www.hbw.com/species/trindade-petrel-pterodroma-arminjoniana#Taxonomy
Myiarchus nuttingi,Nuttings flycatcher,Nutting's flycatcher,nutfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/nuttings_flycatcher_dusan_brinkhuizen_ibc.jpg?itok=JIe-oJS9,https://www.hbw.com/species/nuttings-flycatcher-myiarchus-nuttingi#Taxonomy
Chlorodrepanis flava,Oahu amakihi,Oahu amakihi,oahama,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/oahu_amakihi_4_for_web.jpg?itok=7C_uf3aV,https://www.hbw.com/species/oahu-amakihi-chlorodrepanis-flava#Taxonomy
Arremonops rufivirgatus,Olive sparrow,Olive sparrow,olispa,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/olivesparrow_sanygn_tx_4_18_17_A_A61T4873.jpg?itok=DKA2QZKD,https://www.hbw.com/species/olive-sparrow-arremonops-rufivirgatus#Taxonomy
Pterodroma sandwichensis,Hawaiian petrel,Hawaiian petrel,hawpet1,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/p1020591.jpg?itok=a_7kxeBl,https://www.hbw.com/species/hawaiian-petrel-pterodroma-sandwichensis#Taxonomy
Tachycineta cyaneoviridis,Bahama swallow,Bahama swallow,bahswa,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/p1030749.jpg?itok=ha5Qqrw2,https://www.hbw.com/species/bahama-swallow-tachycineta-cyaneoviridis#Taxonomy
Pterodroma hasitata,Black-capped petrel,Black-capped petrel,bkcpet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/PAG_7862.jpg?itok=NN5kHX_9,https://www.hbw.com/species/black-capped-petrel-pterodroma-hasitata#Taxonomy
Patagioenas squamosa,Scaly-naped pigeon,Scaly-naped pigeon,scnpig1,Columbiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/patagioenas_squamosa_m_4.jpg?itok=PagpjzRe,https://www.hbw.com/species/scaly-naped-pigeon-patagioenas-squamosa#Taxonomy
Anas bahamensis,White-cheeked Pintail,White-cheeked pintail,whcpin,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/patillo3.jpg?itok=J1BfxODH,https://www.hbw.com/species/white-cheeked-pintail-anas-bahamensis#Taxonomy
Nomonyx dominicus,Masked Duck,Masked duck,masduc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Pato_fierro_3.jpg?itok=mENxm9Cu,https://www.hbw.com/species/masked-duck-nomonyx-dominicus#Taxonomy
Aratinga nenday,Nanday parakeet,Nanday parakeet,bkhpar,Psittaciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/periquito_de_cabeca_preta.jpg?itok=Gh84RKes,https://www.hbw.com/species/nanday-parakeet-aratinga-nenday#Taxonomy
Bulweria bulwerii,Bulwers petrel,Bulwer's petrel,bulpet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/petrel_de_bulwer1a.jpg?itok=g9xsYq9A,https://www.hbw.com/species/bulwers-petrel-bulweria-bulwerii#Taxonomy
Phaetusa simplex,Large-billed tern,Large-billed tern,labter1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Phaetusa_simplex__MG_2888.JPG?itok=6R6FzsHq,https://www.hbw.com/species/large-billed-tern-phaetusa-simplex#Taxonomy
Ardenna creatopus,Pink-footed shearwater,Pink-footed shearwater,pifshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/pinkfootedshearwater_flt_pnkft_mont_ca_9_9_15_A_A61T1916.jpg?itok=Cv4XTa6o,https://www.hbw.com/species/pink-footed-shearwater-ardenna-creatopus#Taxonomy
Anthus gustavi,Pechora pipit,Pechora pipit,pecpip,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Pipit_de_la_Petchora_2BB_09102009_-_Ouessant.jpg?itok=Q3Es-HXl,https://www.hbw.com/species/pechora-pipit-anthus-gustavi#Taxonomy
Legatus leucophaius,Piratic flycatcher,Piratic flycatcher,pirfly1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/pirata_aa.jpg?itok=XEYUgwsC,https://www.hbw.com/species/piratic-flycatcher-legatus-leucophaius#Taxonomy
Poecile sclateri,Mexican chickadee,Mexican chickadee,mexchi,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Poecile_sclateri.JPG?itok=eME2tY8i,https://www.hbw.com/species/mexican-chickadee-poecile-sclateri#Taxonomy
Stercorarius pomarinus,Pomarine jaeger,Pomarine jaeger,pomjae,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/polarjo_reve_ibc.jpg?itok=-Zzbbo_k,https://www.hbw.com/species/pomarine-jaeger-stercorarius-pomarinus#Taxonomy
Pterodroma solandri,Providence petrel,Providence petrel,solpet1,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Providence_Petrel_cBenLascelles_21-10-07.jpg?itok=jG9LnFVa,https://www.hbw.com/species/providence-petrel-pterodroma-solandri#Taxonomy
Pterocles exustus,Chestnut-bellied sandgrouse,Chestnut-bellied sandgrouse,chbsan,Pterocliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/pteexu46225.jpg?itok=WX4pqQBJ,https://www.hbw.com/species/chestnut-bellied-sandgrouse-pterocles-exustus#Taxonomy
Pterodroma inexpectata,Mottled petrel,Mottled petrel,motpet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Pterodroma_inexpectata_1.jpg?itok=5aVUIELa,https://www.hbw.com/species/mottled-petrel-pterodroma-inexpectata#Taxonomy
Pterodroma ultima,Murphys petrel,Murphy's petrel,murpet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Pterodroma_ultima_VEU.Imagen_fija003_0.jpg?itok=U7gFnIpX,https://www.hbw.com/species/murphys-petrel-pterodroma-ultima#Taxonomy
Puffinus nativitatis,Christmas shearwater,Christmas shearwater,chrshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Puffinus_nativitatis.Imagen_fija001.jpg?itok=l497gxRs,https://www.hbw.com/species/christmas-shearwater-puffinus-nativitatis#Taxonomy
Amandava amandava,Red avadavat,Red avadavat,redava,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/red_avadavat.jpg?itok=aGXifVWG,https://www.hbw.com/species/red-avadavat-amandava-amandava#Taxonomy
Phaethon aethereus,Red-billed tropicbird,Red-billed tropicbird,rebtro,Phaethontiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Red_billed_Tropicbird_Phaethon_aethereus.jpg?itok=m7CMORt7,https://www.hbw.com/species/red-billed-tropicbird-phaethon-aethereus#Taxonomy
Pycnonotus cafer,Red-vented bulbul,Red-vented bulbul,revbul,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/red_vented_bulbul_bocos.jpg?itok=rWqI-qUP,https://www.hbw.com/species/red-vented-bulbul-pycnonotus-cafer#Taxonomy
Falco vespertinus,Red-footed falcon,Red-footed falcon,reffal1,Falconiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Red-footed_Falcon_Falco_vespertinus.jpg?itok=3XmXj4o_,https://www.hbw.com/species/red-footed-falcon-falco-vespertinus#Taxonomy
Cyanerpes cyaneus,Red-legged honeycreeper,Red-legged honeycreeper,relhon1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/red-legged-honeycreeper2.jpg?itok=cok8scg0,https://www.hbw.com/species/red-legged-honeycreeper-cyanerpes-cyaneus#Taxonomy
Pycnonotus jocosus,Red-whiskered bulbul,Red-whiskered bulbul,rewbul,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Red-whiskered_Bulbul_0.jpg?itok=o3mgdvhP,https://www.hbw.com/species/red-whiskered-bulbul-pycnonotus-jocosus#Taxonomy
Basileuterus rufifrons,Rufous-capped warbler,Rufous-capped warbler,rucwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/rufous-capped_warbler_IMG_9677.jpg?itok=fe3WGR3B,https://www.hbw.com/species/rufous-capped-warbler-basileuterus-rufifrons#Taxonomy
Lonchura punctulata,Scaly-breasted munia,Scaly-breasted munia,nutman,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Scaly-breasted_Munia_Lonchura_punctulata2.jpg?itok=PU6JzUh9,https://www.hbw.com/species/scaly-breasted-munia-lonchura-punctulata#Taxonomy
Calidris acuminata,Sharp-tailed sandpiper,Sharp-tailed sandpiper,shtsan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Sharp-tailed_Sandpiper_2.jpg?itok=G0dUEgpx,https://www.hbw.com/species/sharp-tailed-sandpiper-calidris-acuminata#Taxonomy
Buteo brachyurus,Short-tailed hawk,Short-tailed hawk,shthaw,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/short-tailed_hawk_dusan_brinkhuizen_ibc.jpg?itok=KNHL_lcB,https://www.hbw.com/species/short-tailed-hawk-buteo-brachyurus#Taxonomy
Calliope calliope,Siberian rubythroat,Siberian rubythroat,sibrub,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/siberian_rubythroat__luscinia_calliope_talan_russia_june_25_2008_1_1024.jpg?itok=Cwj0LntA,https://www.hbw.com/species/siberian-rubythroat-calliope-calliope#Taxonomy
Prunella montanella,Siberian accentor,Siberian accentor,sibacc,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/sibirisk_jernspurv_26.jpg?itok=xPgwX81i,https://www.hbw.com/species/siberian-accentor-prunella-montanella#Taxonomy
Acrocephalus schoenobaenus,Sedge warbler,Sedge warbler,sedwar1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/sivsanger_ibc.jpg?itok=TBzxtc41,https://www.hbw.com/species/sedge-warbler-acrocephalus-schoenobaenus#Taxonomy
Thryophilus sinaloa,Sinaloa wren,Sinaloa wren,sinwre1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/siwr.jpg?itok=s1sf7A4k,https://www.hbw.com/species/sinaloa-wren-thryophilus-sinaloa#Taxonomy
Onychoprion fuscatus,Sooty tern,Sooty tern,sooter1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Sooty_Tern.JPG?itok=mZxpvX5f,https://www.hbw.com/species/sooty-tern-onychoprion-fuscatus#Taxonomy
Calidris pygmea,Spoon-billed sandpiper,Spoon-billed sandpiper,spbsan1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/spoon-billed_sandpiper.jpg?itok=NJhoSTz3,https://www.hbw.com/species/spoon-billed-sandpiper-calidris-pygmaea#Taxonomy
Pterodroma longirostris,Stejnegers petrel,Stejneger's petrel,stepet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/stejnegers_petrel_8.jpg?itok=nbLMp_xF,https://www.hbw.com/species/stejnegers-petrel-pterodroma-longirostris#Taxonomy
Icterus pustulatus,Streak-backed oriole,Streak-backed oriole,stbori,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/streak-backed_oriole_0.jpg?itok=gdv8NYn4,https://www.hbw.com/species/streak-backed-oriole-icterus-pustulatus#Taxonomy
Asio stygius,Stygian owl,Stygian owl,styowl1,Strigiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/stygian_owl_new.jpg?itok=iLsTu4wq,https://www.hbw.com/species/stygian-owl-asio-stygius#Taxonomy
Corvus imparatus,Tamaulipas crow,Tamaulipas crow,tamcro,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/TACRa.jpg?itok=Jg_HprNb,https://www.hbw.com/species/tamaulipas-crow-corvus-imparatus#Taxonomy
Tityra semifasciata,Masked tityra,Masked tityra,mastit1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/titsem43314.jpg?itok=Op1NxUoM,https://www.hbw.com/species/masked-tityra-tityra-semifasciata#Taxonomy
Puffinus auricularis,Townsends shearwater,Townsend's shearwater,towshe1,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/TOSH1.jpg?itok=nBgFt29I,https://www.hbw.com/species/townsends-shearwater-puffinus-auricularis#Taxonomy
Sporophila torqueola,White-collared seedeater,White-collared seedeater,whcsee,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Variable_seedeater_M_-_Bont_dikbekje_M.jpg?itok=qkMcgVHf,https://www.hbw.com/species/white-collared-seedeater-sporophila-morelleti#Taxonomy
Oreothlypis virginiae,Virginias warbler,Virginia's warbler,virwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Vermivora_virginiae_2JH.jpg?itok=-Liu8axy,https://www.hbw.com/species/virginias-warbler-leiothlypis-virginiae#Taxonomy
Vireo magister,Yucatan vireo,Yucatan vireo,yucvir,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/virmag43908.jpg?itok=CpHSyHKM,https://www.hbw.com/species/yucatan-vireo-vireo-magister#Taxonomy
Chlidonias leucopterus,White-winged tern,White-winged tern,whwter,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/vitvingad_tarna__chlidonias_leucopterus_poland_june_9_2007_2_1280.jpg?itok=taytlVq5,https://www.hbw.com/species/white-winged-tern-chlidonias-leucopterus#Taxonomy
Spindalis zena,Western spindalis,Western spindalis,wesspi,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/western_spindalis_bahamas.jpg?itok=J4XvF888,https://www.hbw.com/species/western-spindalis-spindalis-zena#Taxonomy
Aethia pygmaea,Whiskered auklet,Whiskered auklet,whiauk,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Whiskered_Auklet_Plymalka_Aethia_pygmaea.jpg?itok=ypb3kc8i,https://www.hbw.com/species/whiskered-auklet-aethia-pygmaea#Taxonomy
