SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER
Oceanodroma furcata,Fork-tailed Storm-Petrel,ftspet,Procellariiformes
Oceanodroma hornbyi,Ringed Storm-Petrel,rispet1,Procellariiformes
Oceanodroma leucorhoa,Leach's Storm-Petrel,lcspet,Procellariiformes
Oceanodroma leucorhoa leucorhoa,Leach's Storm-Petrel (Leach's),leastp3,Procellariiformes
Oceanodroma leucorhoa chapmani,Leach's Storm-Petrel (Chapman's),leastp4,Procellariiformes
Oceanodroma socorroensis,Townsend's Storm-Petrel,leastp5,Procellariiformes
Oceanodroma leucorhoa/socorroensis,Leach's/Townsend's Storm-Petrel,y00937,Procellariiformes
Oceanodroma leucorhoa/socorroensis (dark-rumped),Leach's/Townsend's Storm-Petrel (dark-rumped),leastp1,Procellariiformes
Oceanodroma leucorhoa/socorroensis (white-rumped),Leach's/Townsend's Storm-Petrel (white-rumped),y00938,Procellariiformes
Oceanodroma cheimomnestes,Ainley's Storm-Petrel,leastp2,Procellariiformes
Oceanodroma leucorhoa/socorroensis/cheimomnestes,Leach's/Townsend's/Ainley's Storm-Petrel,y00939,Procellariiformes
Oceanodroma monorhis,Swinhoe's Storm-Petrel,swspet,Procellariiformes
Oceanodroma homochroa,Ashy Storm-Petrel,asspet,Procellariiformes
Oceanodroma castro,Band-rumped Storm-Petrel,barpet,Procellariiformes
Oceanodroma castro castro,Band-rumped Storm-Petrel (Madeiran),barstp4,Procellariiformes
Oceanodroma castro [undescribed form],Band-rumped Storm-Petrel (Grant's),barstp3,Procellariiformes
Oceanodroma castro bangsi,Band-rumped Storm-Petrel (Darwin's),barstp5,Procellariiformes
Oceanodroma monteiroi,Monteiro's Storm-Petrel,monstp1,Procellariiformes
Oceanodroma jabejabe,Cape Verde Storm-Petrel,cavstp1,Procellariiformes
Oceanodroma sp. (Band-rumped complex),Oceanodroma sp. (Band-rumped complex),oceano2,Procellariiformes
Oceanodroma tethys,Wedge-rumped Storm-Petrel,wrspet,Procellariiformes
Oceanodroma melania,Black Storm-Petrel,bkspet,Procellariiformes
Oceanodroma macrodactyla,Guadalupe Storm-Petrel,guspet,Procellariiformes
Oceanodroma markhami,Markham's Storm-Petrel,maspet,Procellariiformes
Oceanodroma melania/markhami,Black/Markham's Storm-Petrel,y00715,Procellariiformes
Oceanodroma matsudairae,Matsudaira's Storm-Petrel,maspet2,Procellariiformes
Oceanodroma tristrami,Tristram's Storm-Petrel,trspet,Procellariiformes
Oceanodroma microsoma,Least Storm-Petrel,lsspet,Procellariiformes
Oceanodroma sp.,Oceanodroma sp.,oceano1,Procellariiformes
Hydrobatidae sp. (dark-rumped),storm-petrel sp. (dark-rumped),storm-1,Procellariiformes
Hydrobatidae sp. (white-rumped),storm-petrel sp. (white-rumped),storm-2,Procellariiformes
Hydrobatidae sp.,storm-petrel sp.,stopet,Procellariiformes
Phaethon lepturus,White-tailed Tropicbird,whttro,Phaethontiformes
Phaethon lepturus lepturus,White-tailed Tropicbird (Indian Ocean),whttro7,Phaethontiformes
Phaethon lepturus fulvus,White-tailed Tropicbird (Golden),whttro4,Phaethontiformes
Phaethon lepturus europae,White-tailed Tropicbird (Europa I.),whttro6,Phaethontiformes
Phaethon lepturus catesbyi,White-tailed Tropicbird (Atlantic),whttro2,Phaethontiformes
Phaethon lepturus dorotheae,White-tailed Tropicbird (Pacific),whttro3,Phaethontiformes
Phaethon lepturus ascensionis,White-tailed Tropicbird (Ascension),whttro5,Phaethontiformes
Phaethon aethereus,Red-billed Tropicbird,rebtro,Phaethontiformes
Phaethon rubricauda,Red-tailed Tropicbird,rettro,Phaethontiformes
Phaethon aethereus/rubricauda,Red-billed/Red-tailed Tropicbird,y00473,Phaethontiformes
Phaethon sp.,tropicbird sp.,tropic1,Phaethontiformes
Anastomus oscitans,Asian Openbill,asiope1,Ciconiiformes
Anastomus lamelligerus,African Openbill,afrope1,Ciconiiformes
Ciconia nigra,Black Stork,blasto1,Ciconiiformes
Ciconia abdimii,Abdim's Stork,abdsto1,Ciconiiformes
Ciconia episcopus,Woolly-necked Stork,wonsto1,Ciconiiformes
Ciconia episcopus microscelis,Woolly-necked Stork (African),wonsto2,Ciconiiformes
Ciconia episcopus episcopus/neglecta,Woolly-necked Stork (Asian),wonsto3,Ciconiiformes
Ciconia stormi,Storm's Stork,stosto1,Ciconiiformes
Ciconia maguari,Maguari Stork,magsto1,Ciconiiformes
Ciconia ciconia,White Stork,whisto1,Ciconiiformes
Ciconia boyciana,Oriental Stork,oristo1,Ciconiiformes
Ciconia sp.,Ciconia sp.,ciconi1,Ciconiiformes
Ephippiorhynchus asiaticus,Black-necked Stork,blnsto1,Ciconiiformes
Ephippiorhynchus senegalensis,Saddle-billed Stork,sabsto1,Ciconiiformes
Jabiru mycteria,Jabiru,jabiru,Ciconiiformes
Leptoptilos javanicus,Lesser Adjutant,lesadj1,Ciconiiformes
Leptoptilos crumenifer,Marabou Stork,marsto1,Ciconiiformes
Leptoptilos dubius,Greater Adjutant,greadj1,Ciconiiformes
Leptoptilos javanicus/dubius,Lesser/Greater Adjutant,y00716,Ciconiiformes
Mycteria americana,Wood Stork,woosto,Ciconiiformes
Mycteria cinerea,Milky Stork,milsto1,Ciconiiformes
Mycteria ibis,Yellow-billed Stork,yebsto1,Ciconiiformes
Mycteria leucocephala,Painted Stork,paisto1,Ciconiiformes
Mycteria cinerea x leucocephala,Milky x Painted Stork (hybrid),x00729,Ciconiiformes
Ciconiidae sp.,stork sp.,stork1,Ciconiiformes
Fregata ariel,Lesser Frigatebird,lesfri,Suliformes
Fregata aquila,Ascension Frigatebird,asifri1,Suliformes
Fregata magnificens,Magnificent Frigatebird,magfri,Suliformes
Fregata andrewsi,Christmas Island Frigatebird,chifri1,Suliformes
Fregata minor,Great Frigatebird,grefri,Suliformes
Fregata sp.,frigatebird sp.,frigat,Suliformes
Sula dactylatra,Masked Booby,masboo,Suliformes
Sula granti,Nazca Booby,nazboo1,Suliformes
Sula dactylatra/granti,Masked/Nazca Booby,y00474,Suliformes
Sula nebouxii,Blue-footed Booby,bfoboo,Suliformes
Sula variegata,Peruvian Booby,perboo1,Suliformes
Sula leucogaster,Brown Booby,brnboo,Suliformes
Sula leucogaster brewsteri,Brown Booby (Brewster's),brnboo1,Suliformes
Sula leucogaster leucogaster,Brown Booby (Atlantic),brnboo2,Suliformes
Sula leucogaster plotus,Brown Booby (Forster's),brnboo3,Suliformes
Sula leucogaster etesiaca,Brown Booby (Colombian),brnboo4,Suliformes
Sula dactylatra x leucogaster,Masked x Brown Booby (hybrid),x00782,Suliformes
Sula sula,Red-footed Booby,refboo,Suliformes
Sula sula sula,Red-footed Booby (Atlantic),refboo1,Suliformes
Sula sula rubripes,Red-footed Booby (Indopacific),refboo2,Suliformes
Sula sula websteri,Red-footed Booby (Eastern Pacific),refboo3,Suliformes
Sula sp.,booby sp.,booby1,Suliformes
Papasula abbotti,Abbott's Booby,abbboo2,Suliformes
Morus bassanus,Northern Gannet,norgan,Suliformes
Morus capensis,Cape Gannet,capgan1,Suliformes
Morus serrator,Australasian Gannet,ausgan1,Suliformes
Sulidae sp.,sulid sp.,sulid,Suliformes
Microcarbo melanoleucos,Little Pied Cormorant,lipcor1,Suliformes
Microcarbo africanus,Long-tailed Cormorant,lotcor1,Suliformes
Microcarbo coronatus,Crowned Cormorant,crocor1,Suliformes
Microcarbo niger,Little Cormorant,litcor1,Suliformes
Microcarbo pygmeus,Pygmy Cormorant,pygcor2,Suliformes
Phalacrocorax gaimardi,Red-legged Cormorant,relcor1,Suliformes
Phalacrocorax penicillatus,Brandt's Cormorant,bracor,Suliformes
Phalacrocorax urile,Red-faced Cormorant,refcor,Suliformes
Phalacrocorax pelagicus,Pelagic Cormorant,pelcor,Suliformes
Phalacrocorax perspicillatus,Pallas's Cormorant,palcor1,Suliformes
Phalacrocorax carbo,Great Cormorant,grecor,Suliformes
Phalacrocorax carbo carbo/sinensis,Great Cormorant (Dark-breasted),grecor6,Suliformes
Phalacrocorax carbo carbo,Great Cormorant (North Atlantic),grecor1,Suliformes
Phalacrocorax carbo novaehollandiae,Great Cormorant (Australasian),grecor2,Suliformes
Phalacrocorax carbo sinensis/hanedae,Great Cormorant (Eurasian),grecor3,Suliformes
Phalacrocorax carbo maroccanus,Great Cormorant (Moroccan),grecor5,Suliformes
Phalacrocorax carbo lucidus,Great Cormorant (White-breasted),grecor4,Suliformes
Phalacrocorax capillatus,Japanese Cormorant,japcor1,Suliformes
Phalacrocorax carbo/capillatus,Great/Japanese Cormorant,y01020,Suliformes
Phalacrocorax capensis,Cape Cormorant,capcor1,Suliformes
Phalacrocorax neglectus,Bank Cormorant,bancor1,Suliformes
Phalacrocorax nigrogularis,Socotra Cormorant,soccor1,Suliformes
Phalacrocorax fuscicollis,Indian Cormorant,indcor1,Suliformes
Microcarbo niger/Phalacrocorax fuscicollis,Little/Indian Cormorant,y00770,Suliformes
Phalacrocorax punctatus,Spotted Shag,sposha1,Suliformes
Phalacrocorax featherstoni,Pitt Island Shag,piisha1,Suliformes
Phalacrocorax sulcirostris,Little Black Cormorant,libcor1,Suliformes
Phalacrocorax varius,Pied Cormorant,piecor1,Suliformes
Phalacrocorax fuscescens,Black-faced Cormorant,blfcor1,Suliformes
Phalacrocorax aristotelis,European Shag,eursha1,Suliformes
Phalacrocorax aristotelis aristotelis,European Shag (Atlantic),eursha2,Suliformes
Phalacrocorax aristotelis desmarestii,European Shag (Mediterranean),eursha3,Suliformes
Phalacrocorax aristotelis riggenbachi,European Shag (Moroccan),eursha4,Suliformes
Phalacrocorax carbo/aristotelis,Great Cormorant/European Shag,y00769,Suliformes
Phalacrocorax harrisi,Flightless Cormorant,flicor1,Suliformes
Phalacrocorax brasilianus,Neotropic Cormorant,neocor,Suliformes
Phalacrocorax auritus,Double-crested Cormorant,doccor,Suliformes
Phalacrocorax carbo/auritus,Great/Double-crested Cormorant,y00694,Suliformes
Phalacrocorax brasilianus x auritus,Neotropic x Double-crested Cormorant (hybrid),x00783,Suliformes
Phalacrocorax brasilianus/auritus,Neotropic/Double-crested Cormorant,y00833,Suliformes
Phalacrocorax magellanicus,Magellanic Cormorant,magcor1,Suliformes
Phalacrocorax bougainvillii,Guanay Cormorant,guacor1,Suliformes
Phalacrocorax ranfurlyi,Bounty Islands Shag,boisha1,Suliformes
Phalacrocorax carunculatus,New Zealand King Shag,rofsha1,Suliformes
Phalacrocorax chalconotus,Stewart Island Shag,brosha1,Suliformes
Phalacrocorax onslowi,Chatham Islands Shag,chisha1,Suliformes
Phalacrocorax colensoi,Auckland Islands Shag,auisha1,Suliformes
Phalacrocorax campbelli,Campbell Islands Shag,caisha2,Suliformes
Phalacrocorax georgianus,South Georgia Shag,sogsha1,Suliformes
Phalacrocorax atriceps,Imperial Cormorant,impcor1,Suliformes
Phalacrocorax atriceps (Blue-eyed),Imperial Cormorant (Blue-eyed),impcor2,Suliformes
Phalacrocorax atriceps (King),Imperial Cormorant (King),impcor3,Suliformes
Phalacrocorax bransfieldensis,Antarctic Shag,antsha1,Suliformes
Phalacrocorax melanogenis,Crozet Shag,crosha1,Suliformes
Phalacrocorax verrucosus,Kerguelen Shag,kersha1,Suliformes
Phalacrocorax nivalis,Heard Island Shag,heisha1,Suliformes
Phalacrocorax purpurascens,Macquarie Shag,macsha1,Suliformes
Phalacrocoracidae sp.,cormorant sp.,cormor1,Suliformes
Anhinga anhinga,Anhinga,anhing,Suliformes
Anhinga rufa,African Darter,darter3,Suliformes
Anhinga melanogaster,Oriental Darter,darter2,Suliformes
Anhinga novaehollandiae,Australasian Darter,darter4,Suliformes
Pelecanus erythrorhynchos,American White Pelican,amwpel,Pelecaniformes
Pelecanus occidentalis,Brown Pelican,brnpel,Pelecaniformes
Pelecanus occidentalis carolinensis,Brown Pelican (Atlantic),brnpel2,Pelecaniformes
Pelecanus occidentalis californicus,Brown Pelican (California),brnpel3,Pelecaniformes
Pelecanus occidentalis [occidentalis Group],Brown Pelican (Southern),brnpel1,Pelecaniformes
Pelecanus thagus,Peruvian Pelican,perpel1,Pelecaniformes
Pelecanus onocrotalus,Great White Pelican,grwpel1,Pelecaniformes
Pelecanus conspicillatus,Australian Pelican,auspel1,Pelecaniformes
Pelecanus rufescens,Pink-backed Pelican,pibpel1,Pelecaniformes
Pelecanus philippensis,Spot-billed Pelican,spbpel1,Pelecaniformes
Pelecanus crispus,Dalmatian Pelican,dalpel1,Pelecaniformes
Pelecanus onocrotalus x crispus,Great White x Dalmatian Pelican (hybrid),x00842,Pelecaniformes
Pelecanus sp.,pelican sp.,pelica1,Pelecaniformes
Balaeniceps rex,Shoebill,shoebi1,Pelecaniformes
Scopus umbretta,Hamerkop,hamerk1,Pelecaniformes
Botaurus pinnatus,Pinnated Bittern,pinbit1,Pelecaniformes
Botaurus lentiginosus,American Bittern,amebit,Pelecaniformes
Botaurus stellaris,Great Bittern,grebit1,Pelecaniformes
Botaurus poiciloptilus,Australasian Bittern,ausbit1,Pelecaniformes
Zebrilus undulatus,Zigzag Heron,zigher1,Pelecaniformes
Ixobrychus sinensis,Yellow Bittern,yelbit,Pelecaniformes
Ixobrychus minutus,Little Bittern,litbit1,Pelecaniformes
Ixobrychus minutus minutus,Little Bittern (Little),litbit2,Pelecaniformes
Ixobrychus minutus payesii,Little Bittern (African),litbit3,Pelecaniformes
Ixobrychus minutus podiceps,Little Bittern (Malagasy),litbit4,Pelecaniformes
Ixobrychus dubius,Black-backed Bittern,bkbbit1,Pelecaniformes
Ixobrychus novaezelandiae,New Zealand Bittern,nezbit1,Pelecaniformes
Ixobrychus eurhythmus,Schrenck's Bittern,schbit1,Pelecaniformes
Ixobrychus cinnamomeus,Cinnamon Bittern,cinbit1,Pelecaniformes
Ixobrychus sturmii,Dwarf Bittern,dwabit1,Pelecaniformes
Ixobrychus flavicollis,Black Bittern,blabit1,Pelecaniformes
Ixobrychus exilis,Least Bittern,leabit,Pelecaniformes
Ixobrychus involucris,Stripe-backed Bittern,stbbit1,Pelecaniformes
Ixobrychus sp.,small bittern sp.,smabit1,Pelecaniformes
Tigrisoma lineatum,Rufescent Tiger-Heron,ruther1,Pelecaniformes
Tigrisoma fasciatum,Fasciated Tiger-Heron,father1,Pelecaniformes
Tigrisoma mexicanum,Bare-throated Tiger-Heron,btther1,Pelecaniformes
Tigrisoma sp.,tiger-heron sp.,tiger-1,Pelecaniformes
Zonerodius heliosylus,Forest Bittern,forbit1,Pelecaniformes
Tigriornis leucolopha,White-crested Bittern,whcbit1,Pelecaniformes
Ardea herodias,Great Blue Heron,grbher3,Pelecaniformes
Ardea herodias [herodias Group],Great Blue Heron (Blue form),grbher,Pelecaniformes
Ardea herodias occidentalis,Great Blue Heron (White form),grwher,Pelecaniformes
Ardea herodias (Wurdemann's),Great Blue Heron (Wurdemann's),wurher,Pelecaniformes
Ardea cinerea,Gray Heron,graher1,Pelecaniformes
Ardea cinerea cinerea/jouyi,Gray Heron (Gray),gryher1,Pelecaniformes
Ardea cinerea firasa,Gray Heron (Malagasy),gryher3,Pelecaniformes
Ardea cinerea monicae,Gray Heron (Mauritanian),gryher2,Pelecaniformes
Ardea cocoi,Cocoi Heron,cocher1,Pelecaniformes
Ardea herodias x cocoi,Great Blue x Cocoi Heron (hybrid),x00784,Pelecaniformes
Ardea herodias/cocoi,Great Blue/Cocoi Heron,y00834,Pelecaniformes
Ardea pacifica,Pacific Heron,pacher1,Pelecaniformes
Ardea melanocephala,Black-headed Heron,blhher1,Pelecaniformes
Ardea humbloti,Humblot's Heron,humher1,Pelecaniformes
Ardea insignis,White-bellied Heron,whbher2,Pelecaniformes
Ardea sumatrana,Great-billed Heron,grbher2,Pelecaniformes
Ardea goliath,Goliath Heron,golher1,Pelecaniformes
Ardea purpurea,Purple Heron,purher1,Pelecaniformes
Ardea purpurea bournei,Purple Heron (Bourne's),purher2,Pelecaniformes
Ardea purpurea [purpurea Group],Purple Heron (Purple),purher3,Pelecaniformes
Ardea cinerea/purpurea,Gray/Purple Heron,y01021,Pelecaniformes
Ardea alba,Great Egret,greegr,Pelecaniformes
Ardea alba alba,Great Egret (Eurasian),greegr1,Pelecaniformes
Ardea alba melanorhynchos,Great Egret (African),greegr4,Pelecaniformes
Ardea alba egretta,Great Egret (American),greegr2,Pelecaniformes
Ardea alba modesta,Great Egret (Australasian),greegr3,Pelecaniformes
Ardea herodias x alba,Great Blue Heron x Great Egret (hybrid),x00677,Pelecaniformes
Ardea intermedia,Intermediate Egret,integr,Pelecaniformes
Ardea intermedia intermedia,Intermediate Egret (Intermediate),integr1,Pelecaniformes
Ardea intermedia plumifera,Intermediate Egret (Plumed),integr2,Pelecaniformes
Ardea intermedia brachyrhyncha,Intermediate Egret (Yellow-billed),integr3,Pelecaniformes
Ardea alba/intermedia,Great/Intermediate Egret,y00717,Pelecaniformes
Ardea sp.,Ardea sp.,ardea1,Pelecaniformes
Egretta novaehollandiae,White-faced Heron,whfher1,Pelecaniformes
Egretta eulophotes,Chinese Egret,chiegr,Pelecaniformes
Egretta garzetta,Little Egret,litegr,Pelecaniformes
Egretta garzetta garzetta,Little Egret (Western),litegr1,Pelecaniformes
Egretta garzetta nigripes,Little Egret (Australasian),litegr3,Pelecaniformes
Egretta garzetta dimorpha,Little Egret (Dimorphic),litegr2,Pelecaniformes
Egretta gularis,Western Reef-Heron,werher,Pelecaniformes
Egretta gularis gularis,Western Reef-Heron (Western),wesreh1,Pelecaniformes
Egretta gularis schistacea,Western Reef-Heron (Eastern),wesreh2,Pelecaniformes
Egretta garzetta x gularis,Little Egret x Western Reef-Heron (hybrid),x00656,Pelecaniformes
Egretta garzetta/gularis,Little Egret/Western Reef-Heron,y00835,Pelecaniformes
Egretta sacra,Pacific Reef-Heron,pacreh1,Pelecaniformes
Egretta thula,Snowy Egret,snoegr,Pelecaniformes
Egretta garzetta x thula,Little x Snowy Egret (hybrid),x00697,Pelecaniformes
Egretta caerulea,Little Blue Heron,libher,Pelecaniformes
Egretta thula x caerulea,Snowy Egret x Little Blue Heron (hybrid),x00615,Pelecaniformes
Egretta tricolor,Tricolored Heron,triher,Pelecaniformes
Egretta thula x tricolor,Snowy Egret x Tricolored Heron (hybrid),x00730,Pelecaniformes
Egretta caerulea x tricolor,Little Blue x Tricolored Heron (hybrid),x00696,Pelecaniformes
Egretta rufescens,Reddish Egret,redegr,Pelecaniformes
Egretta tricolor x rufescens,Tricolored Heron x Reddish Egret (hybrid),x00785,Pelecaniformes
Egretta picata,Pied Heron,pieher2,Pelecaniformes
Egretta vinaceigula,Slaty Egret,slaegr1,Pelecaniformes
Egretta ardesiaca,Black Heron,blaher1,Pelecaniformes
Bubulcus ibis,Cattle Egret,categr,Pelecaniformes
Bubulcus ibis ibis,Cattle Egret (Western),categr1,Pelecaniformes
Bubulcus ibis coromandus,Cattle Egret (Eastern),categr2,Pelecaniformes
Ardea/Egretta/Bubulcus sp.,white egret sp.,whiegr1,Pelecaniformes
Ardeola ralloides,Squacco Heron,squher1,Pelecaniformes
Ardeola grayii,Indian Pond-Heron,inpher1,Pelecaniformes
Ardeola bacchus,Chinese Pond-Heron,chpher1,Pelecaniformes
Ardeola speciosa,Javan Pond-Heron,japher1,Pelecaniformes
Ardeola idae,Madagascar Pond-Heron,mapher1,Pelecaniformes
Ardeola rufiventris,Rufous-bellied Heron,rubher2,Pelecaniformes
Ardeola sp.,pond-heron sp.,pond-h1,Pelecaniformes
Butorides virescens,Green Heron,grnher,Pelecaniformes
Butorides virescens virescens/bahamensis,Green Heron (virescens/bahamensis),grnher1,Pelecaniformes
Butorides virescens anthonyi,Green Heron (anthonyi),grnher2,Pelecaniformes
Butorides virescens frazari,Green Heron (frazari),grnher3,Pelecaniformes
Butorides striata,Striated Heron,strher,Pelecaniformes
Butorides striata striata,Striated Heron (South American),strher2,Pelecaniformes
Butorides striata sundevalli,Striated Heron (Galapagos),strher3,Pelecaniformes
Butorides striata [atricapilla Group],Striated Heron (Old World),strher1,Pelecaniformes
Butorides virescens x striata,Green x Striated Heron (hybrid),x00765,Pelecaniformes
Butorides virescens/striata,Green/Striated Heron,y00771,Pelecaniformes
Agamia agami,Agami Heron,agaher1,Pelecaniformes
Syrigma sibilatrix,Whistling Heron,whiher1,Pelecaniformes
Pilherodius pileatus,Capped Heron,capher1,Pelecaniformes
Nycticorax nycticorax,Black-crowned Night-Heron,bcnher,Pelecaniformes
Nycticorax nycticorax nycticorax,Black-crowned Night-Heron (Eurasian),bkcnih1,Pelecaniformes
Nycticorax nycticorax hoactli,Black-crowned Night-Heron (American),bkcnih2,Pelecaniformes
Nycticorax nycticorax obscurus,Black-crowned Night-Heron (Dusky),bkcnih4,Pelecaniformes
Nycticorax nycticorax falklandicus,Black-crowned Night-Heron (Falklands),bkcnih3,Pelecaniformes
Nycticorax caledonicus,Rufous Night-Heron,runher1,Pelecaniformes
