,Scientific_Name,Common_Name,Species_Code,Order
1753,Aquila chrysaetos/Haliaeetus leucocephalus,Golden/Bald Eagle,y00944,Accipitriformes
1754,Haliaeetus albicilla,White-tailed Eagle,whteag,Accipitriformes
1755,Haliaeetus leucoryphus,Pallas's Fish-Eagle,pafeag1,Accipitriformes
1756,Haliaeetus pelagicus,Steller's Sea-Eagle,stseag,Accipitriformes
1757,Haliaeetus leucogaster,White-bellied Sea-Eagle,wbseag1,Accipitriformes
1758,Haliaeetus sanfordi,Sanford's Sea-Eagle,solsee1,Accipitriformes
1759,Haliaeetus vocifer,African Fish-Eagle,affeag1,Accipitriformes
1760,Haliaeetus vociferoides,Madagascar Fish-Eagle,mafeag1,Accipitriformes
1761,Haliaeetus humilis,Lesser Fish-Eagle,lefeag1,Accipitriformes
1762,Haliaeetus ichthyaetus,Gray-headed Fish-Eagle,gyhfie1,Accipitriformes
1763,Haliaeetus humilis/ichthyaetus,Lesser/Gray-headed Fish-Eagle,y00721,Accipitriformes
1764,Haliaeetus sp.,Haliaeetus sp.,haliae1,Accipitriformes
1765,Geranospiza caerulescens,Crane Hawk,crahaw,Accipitriformes
1766,Geranospiza caerulescens [nigra Group],Crane Hawk (Blackish),crahaw1,Accipitriformes
1767,Geranospiza caerulescens caerulescens,Crane Hawk (Gray),crahaw2,Accipitriformes
1768,Geranospiza caerulescens gracilis/flexipes,Crane Hawk (Banded),crahaw3,Accipitriformes
1769,Cryptoleucopteryx plumbea,Plumbeous Hawk,pluhaw,Accipitriformes
1770,Buteogallus schistaceus,Slate-colored Hawk,slchaw2,Accipitriformes
1771,Buteogallus anthracinus,Common Black Hawk,comblh1,Accipitriformes
1772,Buteogallus anthracinus anthracinus/utilensis,Common Black Hawk (Common),cobhaw,Accipitriformes
1773,Buteogallus anthracinus [subtilis Group],Common Black Hawk (Mangrove),mabhaw1,Accipitriformes
1774,Buteogallus gundlachii,Cuban Black Hawk,cubblh1,Accipitriformes
1775,Buteogallus aequinoctialis,Rufous Crab Hawk,ruchaw1,Accipitriformes
1776,Buteogallus meridionalis,Savanna Hawk,savhaw1,Accipitriformes
1777,Buteogallus lacernulatus,White-necked Hawk,whnhaw2,Accipitriformes
1778,Buteogallus urubitinga,Great Black Hawk,grbhaw1,Accipitriformes
1779,Buteogallus anthracinus/urubitinga,Common/Great Black Hawk,y00945,Accipitriformes
1780,Buteogallus solitarius,Solitary Eagle,soleag1,Accipitriformes
1781,Buteogallus coronatus,Chaco Eagle,croeag1,Accipitriformes
1782,Buteogallus sp.,Buteogallus sp.,buteog1,Accipitriformes
1783,Morphnarchus princeps,Barred Hawk,barhaw1,Accipitriformes
1784,Rupornis magnirostris,Roadside Hawk,roahaw,Accipitriformes
1785,Rupornis magnirostris gracilis,Roadside Hawk (Cozumel I.),roahaw2,Accipitriformes
1786,Rupornis magnirostris [magnirostris Group],Roadside Hawk (Mainland),roahaw1,Accipitriformes
1787,Parabuteo unicinctus,Harris's Hawk,hrshaw,Accipitriformes
1788,Parabuteo unicinctus harrisi,Harris's Hawk (Harris's),harhaw1,Accipitriformes
1789,Parabuteo unicinctus unicinctus,Harris's Hawk (Bay-winged),harhaw2,Accipitriformes
1790,Parabuteo leucorrhous,White-rumped Hawk,whrhaw1,Accipitriformes
1791,Geranoaetus albicaudatus,White-tailed Hawk,whthaw,Accipitriformes
1792,Geranoaetus polyosoma,Variable Hawk,rebhaw2,Accipitriformes
1793,Geranoaetus polyosoma (Puna),Variable Hawk (Puna),punhaw1,Accipitriformes
1794,Geranoaetus polyosoma (Red-backed),Variable Hawk (Red-backed),rebhaw1,Accipitriformes
1795,Geranoaetus polyosoma polyosoma,Variable Hawk (Variable),varhaw1,Accipitriformes
1796,Geranoaetus polyosoma exsul,Variable Hawk (Juan Fernandez),varhaw2,Accipitriformes
1797,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,bcbeag1,Accipitriformes
1798,Geranoaetus sp.,Geranoaetus sp.,gerano1,Accipitriformes
1799,Pseudastur polionotus,Mantled Hawk,manhaw2,Accipitriformes
1800,Pseudastur albicollis,White Hawk,whihaw1,Accipitriformes
1801,Pseudastur albicollis ghiesbreghti,White Hawk (Snowy),whihaw2,Accipitriformes
1802,Pseudastur albicollis costaricensis,White Hawk (White-shouldered),whihaw3,Accipitriformes
1803,Pseudastur albicollis williaminae,White Hawk (Black-winged),whihaw5,Accipitriformes
1804,Pseudastur albicollis albicollis,White Hawk (Black-tailed),whihaw4,Accipitriformes
1805,Pseudastur occidentalis,Gray-backed Hawk,gybhaw2,Accipitriformes
1806,Leucopternis semiplumbeus,Semiplumbeous Hawk,semhaw,Accipitriformes
1807,Leucopternis melanops,Black-faced Hawk,blfhaw1,Accipitriformes
1808,Leucopternis kuhli,White-browed Hawk,whbhaw2,Accipitriformes
1809,Buteo plagiatus,Gray Hawk,gryhaw2,Accipitriformes
1810,Buteo nitidus,Gray-lined Hawk,gryhaw3,Accipitriformes
1811,Buteo plagiatus/nitidus,Gray/Gray-lined Hawk,gryhaw1,Accipitriformes
1812,Buteo lineatus,Red-shouldered Hawk,reshaw,Accipitriformes
1813,Buteo lineatus [lineatus Group],Red-shouldered Hawk (lineatus Group),reshaw5,Accipitriformes
1814,Buteo lineatus extimus,Red-shouldered Hawk (extimus),reshaw2,Accipitriformes
1815,Buteo lineatus elegans,Red-shouldered Hawk (elegans),reshaw4,Accipitriformes
1816,Buteogallus anthracinus x Buteo lineatus,Common Black x Red-shouldered Hawk (hybrid),x00787,Accipitriformes
1817,Buteo ridgwayi,Ridgway's Hawk,ridhaw1,Accipitriformes
1818,Buteo platypterus,Broad-winged Hawk,brwhaw,Accipitriformes
1819,Buteo platypterus platypterus,Broad-winged Hawk (Northern),brwhaw1,Accipitriformes
1820,Buteo platypterus [antillarum Group],Broad-winged Hawk (Caribbean),brwhaw2,Accipitriformes
1821,Buteo lineatus/platypterus,Red-shouldered/Broad-winged Hawk,y00773,Accipitriformes
1822,Buteo solitarius,Hawaiian Hawk,hawhaw,Accipitriformes
1823,Buteo brachyurus,Short-tailed Hawk,shthaw,Accipitriformes
1824,Buteo albigula,White-throated Hawk,whthaw1,Accipitriformes
1825,Buteo swainsoni,Swainson's Hawk,swahaw,Accipitriformes
1826,Buteo galapagoensis,Galapagos Hawk,galhaw1,Accipitriformes
1827,Buteo albonotatus,Zone-tailed Hawk,zothaw,Accipitriformes
1828,Buteo ventralis,Rufous-tailed Hawk,ruthaw1,Accipitriformes
1829,Buteo jamaicensis,Red-tailed Hawk,rethaw,Accipitriformes
1830,Buteo jamaicensis calurus/alascensis,Red-tailed Hawk (calurus/alascensis),wrthaw1,Accipitriformes
1831,Buteo jamaicensis borealis,Red-tailed Hawk (borealis),erthaw1,Accipitriformes
1832,Buteo jamaicensis abieticola,Red-tailed Hawk (abieticola),rethaw4,Accipitriformes
1833,Buteo jamaicensis harlani,Red-tailed Hawk (Harlan's),hrthaw1,Accipitriformes
1834,Buteo jamaicensis kriderii,Red-tailed Hawk (Krider's),krthaw1,Accipitriformes
1835,Buteo jamaicensis fuertesi,Red-tailed Hawk (fuertesi),frthaw1,Accipitriformes
1836,Buteo jamaicensis kemsiesi/hadropus,Red-tailed Hawk (kemsiesi/hadropus),rethaw5,Accipitriformes
1837,Buteo jamaicensis costaricensis,Red-tailed Hawk (costaricensis),rethaw1,Accipitriformes
1838,Buteo jamaicensis fumosus,Red-tailed Hawk (fumosus),rethaw6,Accipitriformes
1839,Buteo jamaicensis socorroensis,Red-tailed Hawk (socorroensis),rethaw7,Accipitriformes
1840,Buteo jamaicensis umbrinus,Red-tailed Hawk (umbrinus),rethaw8,Accipitriformes
1841,Buteo jamaicensis jamaicensis,Red-tailed Hawk (jamaicensis),rethaw2,Accipitriformes
1842,Buteo jamaicensis solitudinis,Red-tailed Hawk (solitudinis),rethaw3,Accipitriformes
1843,Buteo lineatus x jamaicensis,Red-shouldered x Red-tailed Hawk (hybrid),x00686,Accipitriformes
1844,Buteo lagopus,Rough-legged Hawk,rolhaw,Accipitriformes
1845,Buteo swainsoni x lagopus,Swainson's x Rough-legged Hawk (hybrid),x00788,Accipitriformes
1846,Buteo jamaicensis x lagopus,Red-tailed x Rough-legged Hawk (hybrid),x00731,Accipitriformes
1847,Buteo regalis,Ferruginous Hawk,ferhaw,Accipitriformes
1848,Buteo buteo,Common Buzzard,combuz1,Accipitriformes
1849,Buteo buteo buteo,Common Buzzard (Western),combuz7,Accipitriformes
1850,Buteo buteo arrigonii,Common Buzzard (Corsican),combuz8,Accipitriformes
1851,Buteo buteo rothschildi,Common Buzzard (Azores),combuz2,Accipitriformes
1852,Buteo buteo insularum,Common Buzzard (Canary Is.),combuz3,Accipitriformes
1853,Buteo buteo vulpinus/menetriesi,Common Buzzard (Steppe),combuz5,Accipitriformes
1854,Buteo refectus,Himalayan Buzzard,combuz9,Accipitriformes
1855,Buteo buteo/refectus,Common/Himalayan Buzzard,y00946,Accipitriformes
1856,Buteo japonicus,Eastern Buzzard,combuz6,Accipitriformes
1857,Buteo buteo/refectus/japonicus,Common/Himalayan/Eastern Buzzard,y00947,Accipitriformes
1858,Buteo refectus/japonicus,Himalayan/Eastern Buzzard,y00948,Accipitriformes
1859,Buteo oreophilus,Mountain Buzzard,moubuz2,Accipitriformes
1860,Buteo trizonatus,Forest Buzzard,moubuz3,Accipitriformes
1861,Buteo [undescribed form],Elgin Buzzard (undescribed form),moubuz4,Accipitriformes
1862,Buteo brachypterus,Madagascar Buzzard,madbuz1,Accipitriformes
1863,Buteo bannermani,Cape Verde Buzzard,combuz4,Accipitriformes
1864,Buteo socotraensis,Socotra Buzzard,socbuz1,Accipitriformes
1865,Buteo rufinus,Long-legged Buzzard,lolbuz1,Accipitriformes
1866,Buteo rufinus rufinus,Long-legged Buzzard (Northern),lolbuz2,Accipitriformes
1867,Buteo rufinus cirtensis,Long-legged Buzzard (Atlas),lolbuz3,Accipitriformes
1868,Buteo buteo x rufinus,Common x Long-legged Buzzard (hybrid),x00766,Accipitriformes
1869,Buteo buteo/rufinus,Common/Long-legged Buzzard,y01024,Accipitriformes
1870,Buteo hemilasius,Upland Buzzard,uplbuz1,Accipitriformes
1871,Buteo rufinus x hemilasius,Long-legged x Upland Buzzard (hybrid),x00789,Accipitriformes
1872,Buteo rufinus/hemilasius,Long-legged/Upland Buzzard,y00843,Accipitriformes
1873,Buteo auguralis,Red-necked Buzzard,renbuz1,Accipitriformes
1874,Buteo augur,Augur Buzzard,augbuz1,Accipitriformes
1875,Buteo archeri,Archer's Buzzard,arcbuz1,Accipitriformes
1876,Buteo rufofuscus,Jackal Buzzard,jacbuz1,Accipitriformes
1877,Buteo sp.,Buteo sp.,buteo,Accipitriformes
1878,Geranoaetus/Buteo sp.,Geranoaetus/Buteo sp.,y00681,Accipitriformes
1879,Buteo/eagle sp.,Buteo/eagle sp.,y00221,Accipitriformes
1880,Accipitridae sp. (hawk sp.),hawk sp.,hawk,Accipitriformes
1881,Accipitridae sp. (eagle sp.),eagle sp.,eagle1,Accipitriformes
1882,Otis tarda,Great Bustard,grebus1,Otidiformes
1883,Ardeotis arabs,Arabian Bustard,arabus1,Otidiformes
1884,Ardeotis kori,Kori Bustard,korbus1,Otidiformes
1885,Ardeotis nigriceps,Indian Bustard,indbus1,Otidiformes
1886,Ardeotis australis,Australian Bustard,ausbus1,Otidiformes
1887,Chlamydotis undulata,Houbara Bustard,houbus1,Otidiformes
1888,Chlamydotis undulata fuertaventurae,Houbara Bustard (Canary Is.),houbus2,Otidiformes
1889,Chlamydotis undulata undulata,Houbara Bustard (North African),houbus3,Otidiformes
1890,Chlamydotis macqueenii,Macqueen's Bustard,macbus1,Otidiformes
1891,Neotis ludwigii,Ludwig's Bustard,ludbus1,Otidiformes
1892,Neotis denhami,Denham's Bustard,stabus1,Otidiformes
1893,Neotis denhami denhami,Denham's Bustard (Denham's),denbus1,Otidiformes
1894,Neotis denhami jacksoni,Denham's Bustard (Jackson's),denbus2,Otidiformes
1895,Neotis denhami stanleyi,Denham's Bustard (Stanley's),denbus3,Otidiformes
1896,Neotis heuglinii,Heuglin's Bustard,heubus1,Otidiformes
1897,Neotis nuba,Nubian Bustard,nubbus1,Otidiformes
1898,Eupodotis senegalensis,White-bellied Bustard,whbbus2,Otidiformes
1899,Eupodotis senegalensis [senegalensis Group],White-bellied Bustard (White-bellied),whbbus1,Otidiformes
1900,Eupodotis senegalensis barrowii,White-bellied Bustard (Barrow's),whbbus3,Otidiformes
1901,Eupodotis caerulescens,Blue Bustard,blubus1,Otidiformes
1902,Eupodotis vigorsii,Karoo Bustard,karbus1,Otidiformes
1903,Eupodotis rueppelii,Rppell's Bustard,ruebus1,Otidiformes
1904,Eupodotis humilis,Little Brown Bustard,libbus1,Otidiformes
1905,Eupodotis savilei,Savile's Bustard,savbus1,Otidiformes
1906,Eupodotis gindiana,Buff-crested Bustard,bucbus1,Otidiformes
1907,Eupodotis ruficrista,Red-crested Bustard,recbus1,Otidiformes
1908,Eupodotis afra,Black Bustard,blabus3,Otidiformes
1909,Eupodotis afraoides,White-quilled Bustard,whqbus1,Otidiformes
1910,Lissotis melanogaster,Black-bellied Bustard,bkbbus1,Otidiformes
1911,Lissotis hartlaubii,Hartlaub's Bustard,harbus2,Otidiformes
1912,Houbaropsis bengalensis,Bengal Florican,benflo2,Otidiformes
1913,Sypheotides indicus,Lesser Florican,lesflo2,Otidiformes
1914,Tetrax tetrax,Little Bustard,litbus1,Otidiformes
1915,Otididae sp.,bustard sp.,bustar1,Otidiformes
1916,Mesitornis variegatus,White-breasted Mesite,whbmes2,Mesitornithiformes
1917,Mesitornis unicolor,Brown Mesite,bromes1,Mesitornithiformes
1918,Monias benschi,Subdesert Mesite,submes1,Mesitornithiformes
1919,Rhynochetos jubatus,Kagu,kagu1,Eurypygiformes
1920,Eurypyga helias,Sunbittern,sunbit1,Eurypygiformes
1921,Himantornis haematopus,Nkulengu Rail,nkurai1,Gruiformes
1922,Coturnicops exquisitus,Swinhoe's Rail,swirai1,Gruiformes
1923,Coturnicops noveboracensis,Yellow Rail,yelrai,Gruiformes
1924,Coturnicops noveboracensis noveboracensis,Yellow Rail (Northern),yelrai1,Gruiformes
1925,Coturnicops noveboracensis goldmani,Yellow Rail (Goldman's),yelrai2,Gruiformes
1926,Coturnicops notatus,Speckled Rail,sperai1,Gruiformes
1927,Micropygia schomburgkii,Ocellated Crake,ocecra1,Gruiformes
1928,Rallina rubra,Chestnut Forest-Rail,chfrai1,Gruiformes
1929,Rallina leucospila,White-striped Forest-Rail,wsfrai1,Gruiformes
1930,Rallina forbesi,Forbes's Rail,forrai1,Gruiformes
1931,Rallina mayri,Mayr's Rail,mayrai1,Gruiformes
1932,Rallina tricolor,Red-necked Crake,rencra1,Gruiformes
1933,Rallina canningi,Andaman Crake,andcra1,Gruiformes
1934,Rallina [undescribed form],Great Nicobar Crake (undescribed form),grncra1,Gruiformes
1935,Rallina fasciata,Red-legged Crake,relcra1,Gruiformes
1936,Rallina eurizonoides,Slaty-legged Crake,sllcra1,Gruiformes
1937,Rallina sp.,Rallina sp.,rallin1,Gruiformes
1938,Hapalocrex flaviventer,Yellow-breasted Crake,yebcra1,Gruiformes
1939,Laterallus levraudi,Rusty-flanked Crake,rufcra2,Gruiformes
1940,Laterallus melanophaius,Rufous-sided Crake,ruscra1,Gruiformes
1941,Laterallus ruber,Ruddy Crake,rudcra1,Gruiformes
1942,Laterallus albigularis,White-throated Crake,whtcra1,Gruiformes
1943,Laterallus albigularis albigularis/cerdaleus,White-throated Crake (Rufous-faced),whtcra2,Gruiformes
1944,Laterallus albigularis cinereiceps,White-throated Crake (Gray-faced),whtcra3,Gruiformes
1945,Laterallus ruber/albigularis,Ruddy/White-throated Crake,y00844,Gruiformes
1946,Laterallus exilis,Gray-breasted Crake,grbcra1,Gruiformes
1947,Laterallus spilonota,Galapagos Rail,galrai1,Gruiformes
1948,Laterallus jamaicensis,Black Rail,blkrai,Gruiformes
1949,Laterallus jamaicensis jamaicensis/coturniculus,Black Rail (Northern),blkrai1,Gruiformes
1950,Laterallus jamaicensis salinasi/murivagans,Black Rail (Southern South America),blkrai2,Gruiformes
1951,Laterallus jamaicensis tuerosi,Black Rail (Junin),blkrai3,Gruiformes
1952,Laterallus leucopyrrhus,Red-and-white Crake,rawcra1,Gruiformes
1953,Laterallus melanophaius/leucopyrrhus,Rufous-sided/Red-and-white Crake,y01025,Gruiformes
1954,Laterallus xenopterus,Rufous-faced Crake,rufcra1,Gruiformes
1955,Nesoclopeus woodfordi,Woodford's Rail,woorai1,Gruiformes
1956,Nesoclopeus woodfordi tertius,Woodford's Rail (Bougainville),woorai2,Gruiformes
1957,Nesoclopeus woodfordi immaculatus,Woodford's Rail (Santa Isabel),woorai3,Gruiformes
1958,Nesoclopeus woodfordi woodfordi,Woodford's Rail (Guadalcanal),woorai4,Gruiformes
1959,Nesoclopeus poecilopterus,Bar-winged Rail,bawrai1,Gruiformes
1960,Gallirallus australis,Weka,weka1,Gruiformes
1961,Gallirallus lafresnayanus,New Caledonian Rail,necrai1,Gruiformes
1962,Gallirallus sylvestris,Lord Howe Rail,lohrai1,Gruiformes
1963,Gallirallus okinawae,Okinawa Rail,okirai1,Gruiformes
1964,Gallirallus pacificus,Tahiti Rail,tahrai1,Gruiformes
1965,Gallirallus philippensis,Buff-banded Rail,bubrai1,Gruiformes
1966,Gallirallus modestus,Chatham Islands Rail,chirai1,Gruiformes
1967,Gallirallus dieffenbachii,Dieffenbach's Rail,dierai1,Gruiformes
1968,Gallirallus insignis,New Britain Rail,nebrai1,Gruiformes
1969,Gallirallus owstoni,Guam Rail,guarai1,Gruiformes
1970,Gallirallus wakensis,Wake Island Rail,wairai1,Gruiformes
1971,Gallirallus torquatus,Barred Rail,barrai1,Gruiformes
1972,Gallirallus calayanensis,Calayan Rail,calrai1,Gruiformes
1973,Gallirallus rovianae,Roviana Rail,rovrai1,Gruiformes
1974,Gallirallus striatus,Slaty-breasted Rail,slbrai1,Gruiformes
1975,Crex crex,Corn Crake,corcra,Gruiformes
1976,Rougetius rougetii,Rouget's Rail,rourai1,Gruiformes
1977,Aramidopsis plateni,Snoring Rail,plarai1,Gruiformes
1978,Atlantisia rogersi,Inaccessible Island Rail,inirai1,Gruiformes
1979,Rallus obsoletus,Ridgway's Rail,ridrai1,Gruiformes
1980,Rallus obsoletus obsoletus,Ridgway's Rail (San Francisco Bay),clarai3,Gruiformes
1981,Rallus obsoletus levipes,Ridgway's Rail (Light-footed),clarai4,Gruiformes
1982,Rallus obsoletus beldingi,Ridgway's Rail (South Baja),clarai6,Gruiformes
1983,Rallus obsoletus yumanensis,Ridgway's Rail (Yuma),clarai5,Gruiformes
1984,Rallus tenuirostris,Aztec Rail,kinrai2,Gruiformes
1985,Rallus longirostris,Mangrove Rail,manrai1,Gruiformes
1986,Rallus longirostris berryorum,Mangrove Rail (Fonseca),manrai2,Gruiformes
1987,Rallus longirostris cypereti,Mangrove Rail (Ecuadorian),clarai10,Gruiformes
1988,Rallus longirostris [longirostris Group],Mangrove Rail (Atlantic),clarai8,Gruiformes
1989,Rallus elegans,King Rail,kinrai4,Gruiformes
1990,Rallus elegans elegans,King Rail (Northern),kinrai1,Gruiformes
1991,Rallus elegans ramsdeni,King Rail (Cuban),kinrai3,Gruiformes
1992,Rallus tenuirostris/elegans,Aztec/King Rail,kinrai,Gruiformes
1993,Rallus crepitans,Clapper Rail,clarai11,Gruiformes
1994,Rallus crepitans crepitans/waynei,Clapper Rail (Atlantic Coast),clarai1,Gruiformes
1995,Rallus crepitans saturatus/scottii,Clapper Rail (Gulf Coast),clarai2,Gruiformes
1996,Rallus crepitans [caribaeus Group],Clapper Rail (Caribbean),clarai7,Gruiformes
1997,Rallus crepitans [pallidus Group],Clapper Rail (Yucatan),clarai9,Gruiformes
1998,Rallus obsoletus/longirostris/crepitans,Ridgway's/Mangrove/Clapper Rail,clarai,Gruiformes
1999,Rallus elegans/crepitans,King/Clapper Rail,rallus,Gruiformes
2000,Rallus sp. (large Rallus sp.),large rail sp.,larrai1,Gruiformes
2001,Rallus wetmorei,Plain-flanked Rail,plfrai1,Gruiformes
2002,Rallus limicola,Virginia Rail,virrai,Gruiformes
2003,Rallus limicola limicola/friedmanni,Virginia Rail (Virginia),virrai2,Gruiformes
2004,Rallus limicola aequatorialis,Virginia Rail (Ecuadorian),virrai1,Gruiformes
2005,Rallus elegans/limicola,King/Virginia Rail,y00602,Gruiformes
2006,Rallus semiplumbeus,Bogota Rail,bograi1,Gruiformes
2007,Rallus antarcticus,Austral Rail,ausrai1,Gruiformes
2008,Rallus aquaticus,Water Rail,watrai1,Gruiformes
2009,Rallus indicus,Brown-cheeked Rail,bncrai1,Gruiformes
2010,Rallus aquaticus/indicus,Water/Brown-cheeked Rail,y00949,Gruiformes
2011,Rallus caerulescens,African Rail,afrrai1,Gruiformes
2012,Rallus madagascariensis,Madagascar Rail,madrai1,Gruiformes
2013,Rallus sp.,Rallus sp.,rallus1,Gruiformes
2014,Lewinia mirifica,Luzon Rail,luzrai1,Gruiformes
2015,Lewinia pectoralis,Lewin's Rail,lewrai1,Gruiformes
2016,Lewinia muelleri,Auckland Islands Rail,auirai1,Gruiformes
2017,Dryolimnas cuvieri,White-throated Rail,whtrai1,Gruiformes
2018,Crecopsis egregia,African Crake,afrcra1,Gruiformes
2019,Aramides ypecaha,Giant Wood-Rail,giwrai1,Gruiformes
2020,Aramides wolfi,Brown Wood-Rail,brwrai1,Gruiformes
2021,Aramides mangle,Little Wood-Rail,liwrai1,Gruiformes
2022,Aramides axillaris,Rufous-necked Wood-Rail,rnwrai1,Gruiformes
2023,Aramides albiventris,Russet-naped Wood-Rail,runwor1,Gruiformes
2024,Aramides cajaneus,Gray-cowled Wood-Rail,gycwor1,Gruiformes
2025,Aramides cajaneus cajaneus,Gray-cowled Wood-Rail (Gray-cowled),gycwor2,Gruiformes
2026,Aramides cajaneus avicenniae,Gray-cowled Wood-Rail (Gray-backed),gycwor3,Gruiformes
2027,Aramides albiventris/cajaneus,Russet-naped/Gray-cowled Wood-Rail,gnwrai1,Gruiformes
2028,Aramides calopterus,Red-winged Wood-Rail,rwwrai1,Gruiformes
2029,Aramides saracura,Slaty-breasted Wood-Rail,sbwrai1,Gruiformes
2030,Aramides sp.,wood-rail sp.,wood-r1,Gruiformes
2031,Amaurolimnas concolor,Uniform Crake,unicra1,Gruiformes
2032,Gymnocrex rosenbergii,Blue-faced Rail,bafrai2,Gruiformes
2033,Gymnocrex plumbeiventris,Bare-eyed Rail,baerai1,Gruiformes
2034,Gymnocrex talaudensis,Talaud Rail,talrai1,Gruiformes
2035,Amaurornis isabellina,Isabelline Bush-hen,isabuh1,Gruiformes
2036,Amaurornis olivacea,Plain Bush-hen,plabuh1,Gruiformes
2037,Amaurornis phoenicurus,White-breasted Waterhen,whbwat1,Gruiformes
2038,Amaurornis magnirostris,Talaud Bush-hen,talbuh1,Gruiformes
2039,Amaurornis moluccana,Rufous-tailed Bush-hen,rutbuh1,Gruiformes
